Black,BlackElo,White,WhiteElo,Date,Event,First Move,Category,Weekday
brightraven,1533,EgilsDrups,1420,2019.05.01,Rated Bullet game,Nf3,Bullet,Wednesday
MoisesPinho,1613,Zhylko,1565,2019.05.01,Rated Classical game,e4,Classical,Wednesday
maestroy3k,1859,rliu347,1807,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
AcridFountain,1279,artillero,1256,2019.05.01,Rated Rapid game,c4,Rapid,Wednesday
insane4j,1405,is-55,1570,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
shiva13vinjamuri,1670,matheus0909,1674,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
neeuQdrawyaW,1274,anggelosilva,1288,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
zoiasso,1146,G_master_89,1170,2019.05.01,Rated Blitz game,c4,Blitz,Wednesday
MANIGOLDDO,1736,rezavahabi8,1679,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
marcos1135,911,Alberto1239,898,2019.05.01,Rated Blitz game,c4,Blitz,Wednesday
Dieguinho1612,1431,writXL,1457,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
abyg-oglu,1333,Gorsz,1325,2019.05.01,Rated Classical game,e4,Classical,Wednesday
nroyero,1656,hiddenplayer2019,1741,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
DemonsPork,1693,samjaona,1632,2019.05.01,Rated Classical game,e4,Classical,Wednesday
joyce8,1199,think_well01,1285,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
alejoog12,1286,RDVisual,1265,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
dictator_waleed,1465,jamesusername,1442,2019.05.01,Rated Blitz game,f4,Blitz,Wednesday
cevdet33,1602,Notch9engr,1547,2019.05.01,Rated Classical game,d4,Classical,Wednesday
ELRUSIIO,1337,Lime_Leaf,1410,2019.05.01,Rated Classical game,e4,Classical,Wednesday
sineman,1689,Mattsk,1733,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
VincentoSantu,1611,spaghetti-fault,1633,2019.05.01,Rated Blitz game,a3,Blitz,Wednesday
Rlec,1484,jonathanmmmayer,1498,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
Shweetz,1361,vichuque,1343,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Dr-Abdullab-Thamer,1060,Qedirikoo,1140,2019.05.01,Rated Rapid game,g3,Rapid,Wednesday
NaturalBamboo,1628,steve4000,1681,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
moron97,1857,son_kisot,1836,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
warrace,1433,Badlanguageboi,1437,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
Hakimmca,1247,a314sces,1316,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
ZeuqirneH,2051,vonkalbersinger,2135,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
dimaria2018,2177,Avenger_1,2055,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
m10658,1722,romanoju,1709,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
Sturgeon2015,1768,EDAMJR,1723,2019.05.01,Rated Classical game,e4,Classical,Wednesday
Khover,1554,arieltupara,1493,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
chj02,1360,zorropolar,1421,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
Keibel,1463,superAzer2,1438,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
Tai_Adewoye,1027,Macferraz,1074,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
EzepmCuba,1550,fabrizio_del_dongo,1552,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
VilasSchneider,1246,tdowns,1256,2019.05.01,Rated Classical game,e4,Classical,Wednesday
naifotb,1370,chouaib03,1446,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
ocdjunior,1902,Trolker1993,1923,2019.05.01,Rated Rapid tournament https://lichess.org/tournament/YpK5oFr7,d4,Rapid,Wednesday
gnatfatcat,1579,jonny621,1676,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
amintaktaz,2087,sb25india,1935,2019.05.01,Rated Bullet game,d4,Bullet,Wednesday
Psity,1292,eastlobasso,1244,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
FlyingV1990,1488,Cursion,1528,2019.05.01,Rated Classical game,e4,Classical,Wednesday
jefish003,1124,dbwagner,986,2019.05.01,Rated Blitz tournament https://lichess.org/tournament/xzh3jCGN,c4,Blitz,Wednesday
xlote,1815,gambitoq,1686,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
pgmanuel,974,whitefly,971,2019.05.01,Rated Rapid game,d3,Rapid,Wednesday
MaximusAquinas,1434,Sakhri,1489,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
cooder29,1877,a1harry,1861,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
miladvanoosten,1484,PedroL26,1555,2019.05.01,Rated Classical game,e4,Classical,Wednesday
calexander,1904,Run_King_Run,1933,2019.05.01,Rated UltraBullet tournament https://lichess.org/tournament/VOGK0mfP,d4,Bullet,Wednesday
InfiniteTakebacks,1487,kssaidd,1504,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
RONIEL,1746,rainywalk,1140,2019.05.01,Rated Blitz tournament https://lichess.org/tournament/p3i2ug7u,d4,Blitz,Wednesday
StrategoAttack,1317,killersold,1500,2019.05.01,Rated Classical game,e4,Classical,Wednesday
fatsah,1793,adinsx,1889,2019.05.01,Rated Classical game,d4,Classical,Wednesday
Vyaches,1762,aisefr1,1604,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
Mattakushi,1929,GynBR,1921,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
Badfish77,1479,jfargnol,1445,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
anti-goliath,1622,Darettl,1638,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
GerLatte19,1569,pedepano0,1662,2019.05.01,Rated Classical game,d4,Classical,Wednesday
nafez73,1849,Y_Fingolfin,1732,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
Kubcioo,1662,Linero,1392,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
astaren,1924,PDrDQHieu95,1924,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Guseven,1398,TMonte44,1405,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
ajk78,1570,KorchiChess,1668,2019.05.01,Rated Classical game,d4,Classical,Wednesday
Kyrie-GM-Irving,1537,Mrva12,1463,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
serch7319,1794,maurileda,1689,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
kayee,1423,maya98,1387,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
fernandoMI,1500,el-rey-palomo,1474,2019.05.01,Rated Classical game,f4,Classical,Wednesday
Pedrovpds,1875,saeren,1875,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
w411-3,1402,Rob_schuina,1396,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
mehrdadn,1674,d56g,1819,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
Reeko,1383,draw8t,1382,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Juanes1401_elmejor,1981,w-s-keserovic,1891,2019.05.01,Rated Rapid tournament https://lichess.org/tournament/37jJntkO,d4,Rapid,Wednesday
harimati,1872,tom81291,1850,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
lolmaxman,1838,fuchser,1525,2019.05.01,Rated UltraBullet game,d3,Bullet,Wednesday
JuandeUruguay,1686,jshaud,1606,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
BigFatAndDumb,1163,Nelsonsown,1410,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
PM15DT58chief4LYF,1451,julesjulian,1378,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
Ojey,1139,bobboy44,1151,2019.05.01,Rated Rapid game,Nf3,Rapid,Wednesday
spacemudd,815,LeftyVaulx,1124,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
alex08_koval,1225,Quasii550,1456,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
tcszabo,1200,Ahmed_S_Mekki,1118,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
Droppedlikeitshot,1251,simonV,1214,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
vape14,1132,facooo,1157,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Halilibrahim84,1774,nasmith99,1770,2019.05.01,Rated Classical game,e4,Classical,Wednesday
Pirataria_braba,1047,domi1121,1182,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
JuanJim63,1500,Nduja-picante29,1485,2019.05.01,Rated Bullet game,d4,Bullet,Wednesday
NIEVES05,1276,melasium,1307,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Rosaschweig,1975,Arm-Boy,2200,2019.05.01,Rated Bullet tournament https://lichess.org/tournament/mGqSUBt3,b3,Bullet,Wednesday
timurtelibayev,1937,bchess1,1401,2019.05.01,Rated Rapid tournament https://lichess.org/tournament/37jJntkO,d4,Rapid,Wednesday
landru428,1249,Darkknight200,1380,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
plt1aco127,1588,gabrielshorn,1661,2019.05.01,Rated Blitz game,g4,Blitz,Wednesday
poliptoto,1500,ricojlou,1572,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
mgnuis,1474,eli9A,1432,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
Enghave,1562,m10658,1733,2019.05.01,Rated Rapid tournament https://lichess.org/tournament/YpK5oFr7,e4,Rapid,Wednesday
ShinraTenseiUS,1198,khinnenk,1197,2019.05.01,Rated Classical game,e4,Classical,Wednesday
elentriel,1637,MainKnight,1583,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
aleksey-2014,1572,Ulise,1359,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
doom4,1464,gnasty_gnork,1123,2019.05.01,Rated Blitz tournament https://lichess.org/tournament/xzh3jCGN,d4,Blitz,Wednesday
daniloleon,1480,marcelosilvambc,1288,2019.05.01,Rated Classical game,e4,Classical,Wednesday
Nia4698,1512,DYADYA36,1738,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
Cabballero,1480,richardcamargomena,1448,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Nacho_M,885,AMachado99,969,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
marlguatz18,2014,Sour_Wine,1930,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
gonikosael1,2012,heinrichthefourth,2048,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Ima_Damian,925,Abisaicr,961,2019.05.01,Rated Bullet game,c3,Bullet,Wednesday
GustavoDcs,1119,HELIOH87,1096,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
Magnus_4,1535,Ldoren,1559,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
Cury55,1639,ContraFluxo,1619,2019.05.01,Rated Blitz game,Nf3,Blitz,Wednesday
APAO,1592,ahnedahmed,1578,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
zkenyon,1640,ThreeofSeven,1788,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
potsy722,1917,Mijail12,1929,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
cive51,1670,josemedina,1641,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
vpp18,1652,Scourge95,1638,2019.05.01,Rated Classical game,e4,Classical,Wednesday
PAFH,1970,Juanes1401_elmejor,1991,2019.05.01,Rated Rapid tournament https://lichess.org/tournament/37jJntkO,e4,Rapid,Wednesday
Swedemax,1557,GoneFisching999,1563,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
sircooksalot,1091,science_man_88,1175,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Big_Fluff,1532,SONLAKERS,1500,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
CPerales8,1350,Wolledrogeneahme,1444,2019.05.01,Rated Bullet game,g3,Bullet,Wednesday
CreTzulea,1433,marcelosilvambc,1408,2019.05.01,Rated Classical game,e4,Classical,Wednesday
rybka777,1603,amwhere,1558,2019.05.01,Rated Classical game,e4,Classical,Wednesday
uri_fh,1518,eparker3d,1378,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
Nekomata00,1509,Rickranger,1520,2019.05.01,Rated Classical game,e4,Classical,Wednesday
coolastro1000,1208,brucewayneb,1233,2019.05.01,Rated Bullet game,f4,Bullet,Wednesday
TbirdV,1699,smontur,1713,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
JRFP,1313,Haffalafel,1312,2019.05.01,Rated Classical game,e4,Classical,Wednesday
JoaoG_Alves,1682,WilliamShookspear,1715,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
AlPachento,1516,DaJuukes,1521,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Roge93,1473,jayawantRB,1449,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
BlameTheJuice,1454,Carlos_Bonifacio_Ar,1402,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Vonjo,1351,SunlightCuresCancer,1315,2019.05.01,Rated Classical game,Nf3,Classical,Wednesday
MarcNarciso,2535,JuanCGlez,2552,2019.05.01,Rated Bullet game,Nf3,Bullet,Wednesday
Woodey,1321,Mr-K,1422,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
LosPishiis,1104,stardost75,1170,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Syahrul-lampung-ID,1857,monicamagdy7000,1849,2019.05.01,Rated Blitz game,g3,Blitz,Wednesday
svectacular1,1915,chancellor8,1946,2019.05.01,Rated Bullet game,f4,Bullet,Wednesday
fjaccoud,925,Julio154,1129,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
szymonsos,1417,HNovais,1314,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
d7t3f,1132,renatoshow44,1127,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Mojjo,1176,Caillouq,1185,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
GeraldSam,1348,Daniel1064,1376,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
TwiKnight,1925,chess-babe3,1919,2019.05.01,Rated Classical game,c4,Classical,Wednesday
NK3,1844,rodeo,1791,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
Barros1,1468,abdoz,1491,2019.05.01,Rated Classical game,Nf3,Classical,Wednesday
dnz2010,1377,sirador0212,1378,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
Khaled13,1478,Daniel189,1501,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
ashishkapadia,1337,ermrod,1315,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
Gartusso,1160,sid_chess_learner,1150,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
marlam,942,eyadad,899,2019.05.01,Rated Blitz game,c4,Blitz,Wednesday
elvisbird,1339,Catenaccio451,1366,2019.05.01,Rated Bullet game,d4,Bullet,Wednesday
gungorkeles,1269,DionCoca,1301,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
JLove31,1557,cibss,1539,2019.05.01,Rated Classical game,e4,Classical,Wednesday
twoshot60,1613,EvertonLiborio,1614,2019.05.01,Rated Classical game,e4,Classical,Wednesday
p-wnattack,2084,tgb00,1837,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
honeyalwar,1296,Dragonson,1303,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
Pharmaton,1896,jaydeep,1942,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
Clear0,1137,A7medhakim,1255,2019.05.01,Rated Classical game,d4,Classical,Wednesday
boygenny,1117,DSEG10,1124,2019.05.01,Rated Classical game,e4,Classical,Wednesday
Olympus_Mons,1581,plosique,1544,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Artlncln66,1088,dmayo88,985,2019.05.01,Rated Bullet game,Nf3,Bullet,Wednesday
ArfansMenemukanCinta,2001,DewiTasya1995,800,2019.05.01,Rated Blitz tournament https://lichess.org/tournament/3W7gysWJ,d4,Blitz,Wednesday
eaglef2,1198,DuduTaguatinguense,1216,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
WeDaChris,1905,hilmi_271083,1821,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
daniel891030,1003,palacios-9823,979,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
mohamad17003,1453,Theoden52,1426,2019.05.01,Rated Bullet game,d4,Bullet,Wednesday
dcgcs,1650,Chansen,1679,2019.05.01,Rated Rapid game,e4,Rapid,Wednesday
MisterMute,1989,emcor,1769,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
Nevermore12,1318,odarroyo,1332,2019.05.01,Rated Bullet game,e4,Bullet,Wednesday
Sub-Zero_Classic,1860,XBoru,1829,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
Rex_Sap,1344,manmathan,1324,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
Ankush101,1684,neebh5,1681,2019.05.01,Rated Blitz game,d4,Blitz,Wednesday
FaridDesso,1287,Gsu-4,1440,2019.05.01,Rated Bullet game,c4,Bullet,Wednesday
xtreamz,1191,SojournerTruth4Real,985,2019.05.01,Rated Blitz tournament https://lichess.org/tournament/xzh3jCGN,e4,Blitz,Wednesday
Nezhmet,1119,tyidi,1127,2019.05.01,Rated Blitz game,b4,Blitz,Wednesday
Haroldbarnken,1608,rmeitei,1567,2019.05.01,Rated Rapid game,d4,Rapid,Wednesday
Ohnizez,1033,Milan18,970,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
BigChessBoyRoy,904,ritwikm,926,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
Eduardo_Takeuchi,1191,dfish,1182,2019.05.01,Rated Bullet game,c3,Bullet,Wednesday
DoktorDurex,803,KOMODORO,866,2019.05.01,Rated Blitz game,e4,Blitz,Wednesday
idk2000,1591,VercPaul,1615,2019.05.01,Rated Classical game,d4,Classical,Wednesday
